gapId,title,primaryCategory,secondaryCategories,domainIds,currentStatus,targetLevel,severity,dependencies,acceptanceEvidence,recommendedOwnerArea,dependencyCriticality,safetyImpact,claimRisk,targetUnblockValue,observedFact,recommendation
gap-7e50739f62b7b2cbc51c,OS-substrate subsystem: Address-space isolation,Implementation_Gap,[],"[""capability-kernel-address-space-isolation""]",Unsupported,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of enforced address-space isolation between kernel and user contexts.""]",Kernel,3,2,2,2,"Address-space isolation has no direct implementation evidence (matched evidence evidence-0c8a8aaf00020a404353, evidence-26fb76735e839b771398, evidence-92f50b282fbfc1fdf335, evidence-d317e017757b53bead27, evidence-dea2d9c4aba8fa271e70, evidence-e3a610b897321bed7d51); per Requirement 10.6 its Maturity_Score is 0 (absent). No address-space isolation implementation exists.",Register a positive implementation gate for Address-space isolation and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-7f2c1e65a4df7d0e5f63,Runtime/library/package gap: Native dependencies,Implementation_Gap,[],"[""capability-package-native-dependency""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Implemented native dependencies support with direct implementation evidence."",""Native dependencies has no accepted implementation evidence.""]",Package & Ecosystem,1,0,1,1,Native dependencies has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (no matching evidence found).,Implement and verify Native dependencies before depending on it for freestanding or ecosystem work.
gap-7f99be63c99f7760148e,Normative language contract: Callable types,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Callable types with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,"Callable types is documented in spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Callable types with a versioned compatibility contract before depending on it for system-level work.
gap-8120376d2b033b030606,Startup object gap,Implementation_Gap,"[""Verification_Gap""]","[""domain-8120376d2b033b030606""]",Unsupported,T2_Freestanding_Substrate,High,[],"[""An implemented startup object (crt-equivalent) that prepares the environment and transfers control to the freestanding entry point.""]",Boot Toolchain,2,1,1,2,"Startup object has no direct implementation evidence; strongest observed status is Unsupported. It remains a separate, unmerged pre-kernel Hard-Gate candidate.",Implement Startup object as an independent gate with direct evidence; it must not be satisfied by upstream or primitive relocatable-object proofs.
gap-8247a9ffe6ebccdcbab1,Release smoke gap,Verification_Gap,[],"[""capability-release-release-smoke""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Executed release smoke verification with direct execution evidence.""]",Release Engineering,1,0,0,1,Release smoke: no direct current implementation evidence (strongest observed status Unknown); authoritative source .github/workflows/release.yml.,Provide direct implementation/execution evidence for Release smoke; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-854677d728fd645cd0cf,Analyses gap,Implementation_Gap,[],"[""capability-pipeline-analyses""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Analysis-pass implementation evidence.""]",Compiler & ABI,2,0,1,2,"No normative, in-scope, independent implementation was found for Analyses; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement Analyses within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-86af38717331f9b9fd76,Secure / verified boot gap,Implementation_Gap,[],"[""capability-security-secure-boot""]",Unknown,T3_Boot_And_Kernel_Foundation,High,"[""gate-024e105461e96cffee40""]","[""A secure/verified boot chain owned by Nebula with direct implementation evidence."",""Disclosed limitations must remain recorded: No linked, bootable image exists, so no secure/verified boot exists.""]",Boot & Kernel,3,3,0,3,Secure / verified boot: no OS-substrate implementation evidence exists (authoritative source docs/universeos/qemu_boot_hello.md).,Implement Secure / verified boot in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-8890ff4453bb56ac6946,SBOM gap,Verification_Gap,[],"[""capability-release-sbom""]",Unknown,T1_Independent_Language_Platform,High,[],"[""Generated and published SBOM artifacts with direct evidence.""]",Release Engineering,1,1,1,1,SBOM: no direct current implementation evidence (strongest observed status Unknown); authoritative source .github/workflows/release.yml.,Provide direct implementation/execution evidence for SBOM; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-8911802f385ee97bb391,Normative language contract: Metaprogramming,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Metaprogramming with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,2,0,Metaprogramming is documented in spec/language_reference.md with no direct implementation evidence; current classified status is Unknown.,Publish and freeze the normative semantics for Metaprogramming with a versioned compatibility contract before depending on it for system-level work.
gap-8949f0a27f7c0cda294a,Normative language contract: Dynamic dispatch,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Dynamic dispatch with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,2,1,"Dynamic dispatch is documented in spec/language_reference.md, spec/type_system.md with no direct implementation evidence; current classified status is Unknown.",Publish and freeze the normative semantics for Dynamic dispatch with a versioned compatibility contract before depending on it for system-level work.
gap-89778a6ef0d7de321ce0,Boot entry point gap,Implementation_Gap,"[""Verification_Gap""]","[""domain-89778a6ef0d7de321ce0""]",Unsupported,T2_Freestanding_Substrate,High,[],"[""An implemented freestanding entry point that establishes an initial execution environment before runtime startup.""]",Boot Toolchain,2,1,1,2,"Boot entry point has no direct implementation evidence; strongest observed status is Unsupported. It remains a separate, unmerged pre-kernel Hard-Gate candidate.",Implement Boot entry point as an independent gate with direct evidence; it must not be satisfied by upstream or primitive relocatable-object proofs.
gap-89a2ed539b7dc5713ccf,Filesystem and storage stack gap,Implementation_Gap,[],"[""capability-userspace-filesystem-storage""]",Unknown,T4_Isolated_Userspace_Platform,Medium,"[""gate-42b6c22c8d119e7057bc""]","[""A Nebula-owned filesystem and storage stack with direct implementation evidence."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No Nebula-owned filesystem or storage stack exists.""]",System Services,2,1,0,2,"Filesystem and storage stack: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/kernel_boundary.md).",Implement Filesystem and storage stack above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity.
gap-89c34604230c670b8d6f,Boot target specification gap,Implementation_Gap,"[""Verification_Gap""]","[""domain-89c34604230c670b8d6f""]",Unsupported,T2_Freestanding_Substrate,High,[],"[""A reproducible target specification (architecture, data layout, and code model) with direct implementation evidence.""]",Boot Toolchain,2,1,1,2,"Boot target specification has no direct implementation evidence; strongest observed status is Unsupported. It remains a separate, unmerged pre-kernel Hard-Gate candidate.",Implement Boot target specification as an independent gate with direct evidence; it must not be satisfied by upstream or primitive relocatable-object proofs.
gap-8aa2264ac07698e67123,Deterministic / reproducible rebuild gap,Verification_Gap,[],"[""capability-reliability-deterministic-rebuild""]",Unknown,T1_Independent_Language_Platform,Medium,"[""gate-7e6ff8c1b7bf228d2952""]","[""A deterministic/reproducible rebuild with direct current implementation evidence, and every trust assumption (trusted tools, cooperative descendants, caller-controlled directories, host security services) recorded as a limitation."",""Disclosed limitations must remain recorded: Reproducible-build evidence is scoped to the hosted toolchain and depends on its recorded trust assumptions.""]",Release Engineering,1,2,0,1,Deterministic / reproducible rebuild: no direct current implementation evidence for this hosted tooling capability (authoritative source tests/README.md).,Provide direct current implementation evidence for Deterministic / reproducible rebuild in the hosted toolchain/service scope.
gap-8baac1565f2e5983d6ea,OS-substrate subsystem: Traps and exceptions,Implementation_Gap,[],"[""capability-hw-traps""]",Planned,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of a trap/exception vector table with fault handlers and defined return contracts.""]",Kernel & Hardware,3,2,1,1,"Traps and exceptions has no direct implementation evidence (matched evidence evidence-0dd6436ed5bdb6512960, evidence-10547139e24e4253f806, evidence-255a8145b4dcc20fd177, evidence-686d8476bd1962661986, evidence-b6c791764fbd2a709cde); per Requirement 10.6 its Maturity_Score is 0 (absent). No trap/exception handling implementation exists.",Register a positive implementation gate for Traps and exceptions and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-8c97b780ba412025cbf3,Normative language contract: Aliasing,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Critical,[],"[""A normative specification for Aliasing with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,2,2,1,1,"Aliasing is documented in spec/rep_owner_model.md, spec/safety_contract.md with direct implementation evidence evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0; current classified status is Unknown.",Publish and freeze the normative semantics for Aliasing with a versioned compatibility contract before depending on it for system-level work.
gap-8d5910dc01c8dff99175,OS-substrate subsystem: Page tables,Implementation_Gap,[],"[""capability-hw-page-tables""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of page-table construction and mapping management.""]",Kernel & Hardware,3,2,1,2,"Page tables has no direct implementation evidence (matched evidence evidence-394251a0f49e111cb4ee, evidence-535ad156631b2f50f4a4, evidence-7d19a84d9b587ebbe7dc, evidence-7fdb61439242f68ed1ec, evidence-85b9f17b90d35227b97f, evidence-8889817ae5b7f07ed7d7, evidence-bb4172ed4e761c2d7d81, evidence-c22a53fa87bbedebd3bc, evidence-d428765092a5ada16676, evidence-ee68a50129b6ed0f4473, evidence-f0c4f6918d6ad69acee9, evidence-f18b0e69eb5a516ef839); per Requirement 10.6 its Maturity_Score is 0 (absent). No page-table implementation exists.",Register a positive implementation gate for Page tables and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-8ec47c1ed509f0804306,OS-substrate subsystem: Syscall dispatch,Implementation_Gap,[],"[""capability-kernel-syscall-dispatch""]",Unsupported,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of a syscall dispatch path validating syscall numbers, ABI version, and argument layout.""]",Kernel,3,2,2,2,"Syscall dispatch has no direct implementation evidence (matched evidence evidence-0c8a8aaf00020a404353, evidence-1306c26f99af7c3615f1, evidence-1c6b6989a922d26e602a, evidence-26fb76735e839b771398, evidence-3de068dc79035529803e, evidence-43bb99a969425ec0e7bb, evidence-479ca10541e74743fa97, evidence-6906469698a8ac64d0f2, evidence-6988aa389d81112c36e5, evidence-6b811c08d3bda62ba0e1, evidence-6ccb68b631cbc6ab34b0, evidence-7d0495329cbb3d85500a, evidence-92c3c661e31c4ca5813a, evidence-92f50b282fbfc1fdf335, evidence-95a41af333da784d1f6b, evidence-a42c1d0c8ba505ffdd63, evidence-b36b288a1b992f91425b, evidence-b55bf1aafa8c35f67d82, evidence-c1d94b67438d35444278, evidence-c26208dbf9d09e1469fd, evidence-d2b95a83993040395a12, evidence-d317e017757b53bead27, evidence-dea2d9c4aba8fa271e70, evidence-e3a610b897321bed7d51, evidence-f19d5c1a095c7d315769); per Requirement 10.6 its Maturity_Score is 0 (absent). No syscall ABI or dispatch implementation exists.",Register a positive implementation gate for Syscall dispatch and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-94e5ba902e0afac8b4a5,OS-substrate subsystem: Kernel panic path,Implementation_Gap,[],"[""capability-kernel-panic""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of a freestanding panic/abort path without hosted unwind or C++ runtime dependencies.""]",Kernel,2,2,1,1,Kernel panic path has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No freestanding kernel panic path exists.,Register a positive implementation gate for Kernel panic path and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-958c641562616fe9d7a1,Capability-based security enforcement gap,Implementation_Gap,[],"[""capability-security-capability-enforcement""]",Unknown,T3_Boot_And_Kernel_Foundation,High,"[""gate-024e105461e96cffee40""]","[""A Nebula-owned capability-based security enforcement mechanism with direct implementation evidence."",""Disclosed limitations must remain recorded: No Nebula-owned capability enforcement mechanism exists.""]",Boot & Kernel,3,3,0,3,Capability-based security enforcement: no OS-substrate implementation evidence exists (authoritative source docs/universeos/kernel_boundary.md).,Implement Capability-based security enforcement in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-963c81b847f8372e6a45,"Package installation, updates, and rollback gap",Implementation_Gap,[],"[""capability-userspace-install-update-rollback""]",Unknown,T4_Isolated_Userspace_Platform,High,"[""gate-b410a95ca824df27251d""]","[""A Nebula-owned install/update/rollback mechanism for the OS platform with direct implementation evidence."",""Disclosed limitations must remain recorded: Host-owned / thin-host adjacency belongs to T0 and cannot raise this T4 capability's maturity above 0.; No Nebula-owned OS install, update, or rollback mechanism exists.""]",Update & Recovery,2,2,0,2,"Package installation, updates, and rollback: only host-owned / thin-host adjacency exists (T0), so this T4 capability stays Maturity_Score 0 (authoritative source docs/universeos/architecture.md).","Implement Package installation, updates, and rollback above a Nebula-owned process/syscall boundary; host-owned adjacency cannot raise this T4 capability's maturity."
gap-97642b5a461ced9e8e37,OS-substrate subsystem: Context switching,Implementation_Gap,[],"[""capability-kernel-context-switch""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of context-frame save/restore and context switching between execution contexts.""]",Kernel,3,2,1,1,Context switching has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No context-switching implementation exists.,Register a positive implementation gate for Context switching and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-9848e84bf45543d21d83,Runtime/library/package gap: Workspace support,Implementation_Gap,[],"[""capability-package-workspace""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Implemented workspace support support with direct implementation evidence."",""Workspace support has no accepted implementation evidence.""]",Package & Ecosystem,1,0,1,1,"Workspace support has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (matched evidence: evidence-014dc6626985c2525732, evidence-02274adc22a30a2f300d, evidence-024110c73cb27680aa43, evidence-02b4e17cca8f7527ef72, evidence-08b8ada2f139be788c53, evidence-0b4ae3ba20f7cbf1c15f, evidence-0b943cf33c36aac4f44c, evidence-0bcf0307e2bae9c0e5fe, evidence-0d39b4f4e069dfb2e546, evidence-135430d9023fdaabd8f2, evidence-136e316abc59a5abe7bb, evidence-1401fb18655117e2213c, evidence-187c9f889627a4c14337, evidence-194378983183dfee111a, evidence-19b56a3a16fec734f676, evidence-1c90a78187e1a1583b01, evidence-1e6f46409dbc1465f980, evidence-20ede79292f4a61da4d1, evidence-21e234b66fcc195a91f5, evidence-2272ab025a8d1edc16f7, evidence-22cd1db70210cebdf769, evidence-2464da79ae0c6b44adc8, evidence-24feb95a1f67dd0d791f, evidence-25db9856388fa81ad588, evidence-265c3a2962ad0e62697f, evidence-291c9cb9798a2f5678af, evidence-29c816ec2eae865e84c3, evidence-2d57bbb2b932277eafb5, evidence-2e0bfbf17bab08aa3e0d, evidence-32bf348c9075e0a9b34b, evidence-39abf5d19eaef47fad08, evidence-39da6cc7390ee294e667, evidence-417d9d6a14fbc6519d43, evidence-42e8ef9d03f1554dba40, evidence-4b97aeca09df7e852c0d, evidence-4bc1647dd5a3790f6a5c, evidence-4caceefe76cd404c0835, evidence-4cbf753539f6c9d7ba28, evidence-5769ba1a1819f124b3fe, evidence-58575aef559e895638db, evidence-59444baa41dfb87d07c7, evidence-5a04ac76151f708b1706, evidence-605090a416158595756f, evidence-621db393e3c85ebefb00, evidence-642c5760af116598272f, evidence-68de496d987a9a9bda2d, evidence-6c2b8a11b7cef157e944, evidence-70166991780e641e5071, evidence-709d983d9cb0db6dcdef, evidence-739e7d243cfd76c6cde6, evidence-7611d78ba8f776964054, evidence-78b2736e8e75d24f299b, evidence-78b9a00ebb3d319907c6, evidence-79b279e4441e9c911a74, evidence-7a062e93d5061af43c6d, evidence-7b5427ed7a65408cb3a8, evidence-7c12d9c1ff782af2f797, evidence-7c4493818b96d1b8c80d, evidence-7ce70d2b55616b435b0b, evidence-7d42a8164d0938176eb5, evidence-7d6610de578e92e02f43, evidence-7db8f312d686ee011f2f, evidence-7e99554e6f6f676231a7, evidence-867e5eada696a1f431a1, evidence-870e0561b1611191b59f, evidence-891a211de7f9a692afe0, evidence-899a26f489cd5a3f8acb, evidence-8a1609f59e77545dd9c3, evidence-8a660fe001174985548f, evidence-8c16e25ef2c0ceb62acf, evidence-8ce145d176950d6fd6d6, evidence-8ebde31a5b08532330a0, evidence-8f248b470edf3d165768, evidence-948fb24a10c0f1b97e57, evidence-969c3f1e3516a766754d, evidence-a0b280fcfa4612418c7f, evidence-a28c6432a56c67c0826c, evidence-a4cbd1652cdca68f3490, evidence-a6ccde1ff10664c893b5, evidence-a70e2e1531b09418ce79, evidence-a84f5842f741ec91994d, evidence-aa2d4787c8181f73c865, evidence-aac8743f2ac97547d5af, evidence-ac1db6a50d2ca9814a3b, evidence-acacb785f6276b36b119, evidence-adf13c076c47e70e45d3, evidence-afb5558dd7c3273d1ed8, evidence-b5298007c87f8513a5ac, evidence-b54704a2709ac94bfaa6, evidence-b7e07c981bb39cd1cf9d, evidence-bb2350e1a75fbdf2849a, evidence-bc6f76b521ce97d9c9f9, evidence-bf8f98dcf02e939c5535, evidence-c0134f6ed1a94fece429, evidence-c0a5db0047d0f4fe87a3, evidence-c10f3d0dca998ee507ad, evidence-c22a53fa87bbedebd3bc, evidence-c248e09684ee1dd3c8ef, evidence-c3c84b407c0efd053379, evidence-c41efc81899f63252781, evidence-c4cd2a3acabe5b0c0577, evidence-c5b103ac4b688dcdc4cb, evidence-c5cd71dafc0ba9cb96e2, evidence-c86e09574675f43c125b, evidence-c88307b3d4e3f1dbe30a, evidence-c92113e4634fcd37ae32, evidence-c982670b245c19a32687, evidence-caa70f7e0233722e5c39, evidence-ce9cf527608c46e4d219, evidence-cf0f9c75ee39fdc3e8da, evidence-d41279b7b333db173044, evidence-d4312ba2e6dd92c8bdf5, evidence-d7f28d3bc3d87850ccd5, evidence-d9cdd35bed6c96dda377, evidence-dc58dc677a6440a3bec4, evidence-e37dec4c618eab36d61b, evidence-e612f1183f43fad0288c, evidence-e858aa3cc9881f906df5, evidence-ed70d0e7f36a461583a0, evidence-f0578353d16786cda29f, evidence-f06038b4e747192b2a31, evidence-f06d3131c9fee14d3f8a, evidence-f122c647012fb2d90657, evidence-f27ea72b21412ef339ab, evidence-f53d9e7ed720ad8240b5, evidence-f5d4a3938d93beed6e8d, evidence-f5d66ebe696fc04fa013, evidence-f985c3799c9ed57abeef, evidence-fac28875513f9baf990a, evidence-fc44cd0a00beb8a6243d, evidence-fd709315a1650215cf99, evidence-fdc28c748c85ca51cf5f).",Implement and verify Workspace support before depending on it for freestanding or ecosystem work.
gap-9a09dd752fe5ef07fe5a,Secret and cryptographic key lifecycle gap,Implementation_Gap,[],"[""capability-security-secret-crypto-lifecycle""]",Unknown,T5_Operable_Universe_OS,High,"[""gate-024e105461e96cffee40""]","[""A Nebula-owned secret and cryptographic key lifecycle (provisioning, rotation, revocation) with direct implementation evidence."",""Disclosed limitations must remain recorded: No Nebula-owned OS secret or cryptographic key lifecycle exists.""]",Security Operations,3,3,0,3,Secret and cryptographic key lifecycle: no OS-substrate implementation evidence exists (authoritative source docs/universeos/architecture.md).,Implement Secret and cryptographic key lifecycle in a Nebula-owned OS substrate; compiler or hosted-service operations evidence cannot raise this capability's maturity.
gap-9b675d3c6f1ec084ea8a,"Hosted-service profiling, tracing, metrics, and logs gap",Verification_Gap,[],"[""capability-observability-hosted-telemetry""]",Unknown,T0_Hosted_Adjacency,Medium,"[""gate-773cbe5008ea0adfbf60""]","[""Disclosed limitations must remain recorded: Hosted-service observability runs on the host OS and is not OS-substrate observability."",""Hosted-service profiling, tracing, metrics, and log tooling with direct current implementation evidence; scoped to hosted adjacency.""]",Backend & Observability,1,1,0,1,"Hosted-service profiling, tracing, metrics, and logs: no direct current implementation evidence for this hosted tooling capability (authoritative source docs/support_matrix.md).","Provide direct current implementation evidence for Hosted-service profiling, tracing, metrics, and logs in the hosted toolchain/service scope."
gap-9be37983330c0579a580,Optimization gap,Implementation_Gap,[],"[""capability-pipeline-optimization""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Optimization-pass implementation evidence.""]",Compiler & ABI,2,0,1,2,"No normative, in-scope, independent implementation was found for Optimization; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement Optimization within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-9ca89cebb918e77955cd,OS-substrate subsystem: Resource accounting,Implementation_Gap,[],"[""capability-kernel-resource-accounting""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of kernel resource accounting and quota enforcement.""]",Kernel,1,1,1,1,Resource accounting has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No kernel resource accounting implementation exists.,Register a positive implementation gate for Resource accounting and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-9dcff9ff848430203ae8,Semantic stability: Closures,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Closures with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Closures has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Closures so implemented behavior cannot silently change between revisions.
gap-9ea097673faded84fabe,Semantic stability: Aliasing,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Critical,[],"[""A published compatibility/stability policy governing Aliasing with cross-revision guarantees and a negative-change process.""]",Language & type system,2,2,2,1,"Aliasing has parser/typechecker implementation evidence (evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-268264b031bca69dacf8, evidence-588637a269b6497fbb2c, evidence-64bece4cc18508fe729c, evidence-75e1ab5848df15d611f9, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b953368c149d6d373032, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-ec91ba371bb7b1739de5, evidence-f1ba1a49ff3e526f119e, evidence-fb3b99361260bfe222c0) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Aliasing so implemented behavior cannot silently change between revisions.
gap-a016bff260c81e6a66ae,Normative language contract: Control flow,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Control flow with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,"Control flow is documented in spec/grammar.ebnf, spec/language_core.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Control flow with a versioned compatibility contract before depending on it for system-level work.
gap-a1160adb162498c92bae,Runtime/library/package gap: Git dependencies,Implementation_Gap,[],"[""capability-package-git-dependency""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""Git dependencies has no accepted implementation evidence."",""Implemented git dependencies support with direct implementation evidence.""]",Package & Ecosystem,1,0,1,1,Git dependencies has no accepted current implementation satisfying Requirement 8.5; strongest observed status is Unknown (no matching evidence found).,Implement and verify Git dependencies before depending on it for freestanding or ecosystem work.
gap-a2894341b0d39a428add,Package trust and signing gap,Ecosystem_Gap,[],"[""capability-security-package-trust""]",Unknown,T1_Independent_Language_Platform,Medium,"[""gate-024e105461e96cffee40""]","[""Disclosed limitations must remain recorded: Package trust controls are scoped to the hosted package ecosystem."",""Package trust and signature-verification controls with direct current implementation evidence.""]",Ecosystem,1,3,0,1,Package trust and signing: no direct current implementation evidence for this hosted tooling capability (authoritative source docs/official_package_tiering.md).,Provide direct current implementation evidence for Package trust and signing in the hosted toolchain/service scope.
